Pid,Uid,Catname,Region,Time,neighbors,forward_neighbors
3977,[47],168,36,"[7, 13, 19]","[1161, 1733, 2327, 1197, 3977, 3986, 3884, 3519, 4298, 1915, 4626, 1963, 830, 3536, 4478]","[1161, 1733, 3986, 3977, 1197, 2327, 3536]"
3978,[735],67,72,"[15, 18, 1, 19, 0, 21, 14, 20, 16]","[2173, 2255, 3339, 1503, 3591, 1506, 1514, 222, 17, 3776, 447, 206, 308, 2488, 2298, 3170]","[2255, 3339, 3591, 3776, 447, 206, 308, 2488, 2298, 222]"
3979,[602],201,88,"[16, 23, 20, 22, 21, 1, 3, 18, 12]","[1818, 3979, 3389, 4367, 547, 4317, 4352, 1614, 3974, 316, 3319, 642]","[3979, 1818, 4367, 3389, 4352, 1614, 547, 3974, 4317, 3319]"
3980,[369],67,50,"[9, 10, 0, 7, 1, 21, 8, 18, 6, 23, 2, 20, 22, 3]","[3980, 1101, 771, 4376, 2675, 4645, 1792, 2356]","[3980, 4376, 771, 1101, 2675, 1792, 2356]"
3981,"[993, 695, 574, 918]",82,2,"[13, 16, 0, 14, 21, 7, 1, 17]","[3347, 2608, 3123, 3519, 2158, 3981, 908, 539, 4373, 4638, 2964, 1241, 472, 4719]","[2608, 2158, 3123, 539, 3519, 3347, 2964, 1241, 3981, 472]"
3982,[849],70,67,"[8, 9, 13, 11, 14, 16, 10]","[415, 3300, 1630, 2921, 3982, 2891, 2249, 2280, 1453, 2268, 1631, 195, 1857, 1385, 3853, 1668, 123, 3703, 3976, 1707, 1627, 3640]","[415, 3300, 2280, 1631, 3982, 2921, 1857, 3853, 3703, 3976, 1627, 2891, 3640]"
3983,"[595, 637, 824, 986, 829, 922, 470, 84, 1003, 270, 180, 823, 623, 9, 762, 446, 303, 128, 893, 609, 694, 88, 182, 553, 387, 115, 1038, 113, 358, 1044, 455, 157, 540, 984, 63, 1024, 655, 504, 729, 639, 961, 156, 953, 371, 184, 913, 349, 208, 1002, 31, 969, 361, 917, 346, 663, 258, 396, 498, 861, 480, 545, 1062, 633, 908, 942, 993, 176]",203,54,"[1, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20, 21, 23, 2]","[2367, 3712, 211, 617, 4849, 79, 2112, 2039, 4205, 3801, 5055, 3983, 1574, 4365, 900, 3394, 2135, 100, 3621, 471, 1532, 778, 878, 3959, 3324, 4915, 2780, 1820, 3133, 4582, 492, 3905, 4013, 314, 4054, 1880, 3805, 1367, 4968, 2466, 511, 3525, 3484, 4425, 1361, 2079, 4773, 3498, 1010, 4213, 1908, 534, 1809, 4356, 5108, 3656, 3522, 4647, 4069, 1330, 2221, 2623, 3984, 4649, 1700, 1686, 2878, 4228, 542, 1986, 1314, 4301, 717, 4000, 2608, 70, 2575, 5050, 1684, 4393, 3851, 891, 3066, 4022, 2470, 1503, 4734, 553, 5022, 1694, 1143, 4674, 2514, 4688, 3332, 4618, 4750, 3461, 2295, 4104, 3116, 4760, 995, 1263, 561, 4345, 1041, 3169, 4770, 3052, 1742, 3123, 68, 2409, 2842, 248, 851, 3466, 2387, 254, 1905, 2571]","[2367, 211, 2039, 900, 2135, 3712, 471, 778, 3959, 4915, 1820, 4582, 4013, 4054, 3805, 1367, 2466, 3525, 4425, 617, 4849, 3498, 4213, 534, 4356, 5108, 3522, 4069, 2221, 3984, 2112, 1700, 2878, 542, 1314, 717, 2608, 2575, 1684, 3851, 2470, 4734, 5022, 1143, 4205, 3801, 2514, 3332, 4750, 2295, 3116, 5055, 995, 561, 1041, 3983, 3052, 1574, 3123, 2409, 248, 851, 2387, 1905, 2571]"
3984,"[318, 89, 527, 498, 751, 597, 997, 1081, 952, 542, 790, 582, 374, 668]",12,24,"[20, 22, 2, 0, 23, 1, 3, 21]","[4408, 4006, 1763, 1259, 1707, 3560, 4731, 4128, 12, 1994, 2623, 3983, 2806, 2552, 3461, 4692, 1902, 4393, 4887, 2576, 3877, 794, 2032, 1024, 306, 4813, 2777, 2362, 3720]","[1707, 4731, 12, 2623, 2806, 3461, 1902, 4393, 4408, 2576, 794, 306, 4006, 2777, 3720, 1763]"
3985,[470],117,58,"[21, 19, 18, 20, 17, 12]","[4647, 2368, 3985, 4069, 3910, 4759, 4672, 629, 3812, 4979, 3731, 4765, 3714]","[4647, 2368, 3985, 4672, 629, 4979, 4765, 3714]"
3986,"[47, 68, 848, 724, 789, 663, 1054, 928, 172, 827, 588, 594, 367, 316, 864, 739, 911, 328, 561, 480, 46, 947, 570, 778, 427, 129, 995, 984]",82,24,"[8, 14, 19, 18, 10, 7, 9, 17, 22, 20, 6, 16, 23, 12, 21, 0, 15, 11, 2]","[4993, 2327, 401, 1161, 1170, 1733, 3717, 2539, 3977, 2109, 4366, 3116, 3470, 823, 1205, 3519, 603, 567, 5124, 4425, 4667, 2277, 3986, 4578, 4380, 1278, 1930, 1437, 2584, 5030, 4753, 830, 3694, 1874, 746, 1258, 1436, 3711, 3166, 753, 1691, 4582, 1512, 1835, 786, 2153, 422, 1050, 1106, 3866, 3100, 284, 954, 3172, 4492, 4208, 4532, 3455, 2982, 1852, 3425, 1153, 1997, 1197, 5118, 4126, 4926, 3955, 4760, 261, 703, 441, 1097, 318, 4163, 4318, 2859, 839, 995, 1745, 3556, 378, 2018, 1820, 4052, 1104, 3128, 3484, 4045, 3547, 4365, 1227, 2558, 122]","[4993, 2327, 2539, 2109, 4366, 3519, 4380, 3116, 823, 1205, 1161, 1733, 3694, 1874, 1258, 3711, 603, 1512, 786, 2153, 567, 1050, 1106, 3866, 954, 4492, 4208, 3455, 2982, 4667, 3986, 5118, 4425, 4926, 4760, 703, 318, 3717, 4163, 4578, 401, 839, 3556, 2018, 1278, 1930, 1437, 1104, 3484, 3547, 4365, 2558]"
3987,[266],89,72,"[8, 9, 1, 6, 23, 7, 4, 0]","[4012, 3289, 2065, 3987, 4203, 4631, 1093, 2045, 2169, 3747, 673]","[4012, 3987, 3289, 4203, 1093, 2065, 2045, 4631, 3747, 673]"
3988,"[334, 422, 8, 129, 370]",61,24,"[7, 6, 8, 17, 9, 12, 10, 11]","[2696, 2826, 3643, 4322, 467, 3988, 4194, 1033, 1399, 3469, 1135, 941, 2174, 236, 2141, 3519, 2608, 1030, 3465, 3860, 388, 4278, 448, 3870, 3270, 3961]","[2696, 2826, 1399, 3988, 3643, 4194, 1033, 2608, 4322, 3469, 467, 3465, 448, 3961]"
3989,[696],67,24,"[9, 18, 20, 14, 19, 4, 16, 21, 17, 23]","[3989, 3021, 4560, 29, 2780, 2769, 4766, 805, 4563]","[3989, 3021, 4560, 2780, 2769, 29, 4563]"
3990,[652],67,67,"[14, 21, 19, 20, 23, 16, 0, 1, 18, 5]","[2292, 3607, 3747, 1460, 3091, 3367, 3751, 5133, 2535, 1398, 3481, 80]","[2292, 3747, 3091, 3751, 1460, 3607, 3481]"
3991,[61],203,65,"[2, 21, 9, 22, 13, 3, 0, 12, 15, 7, 18, 16, 17]","[1468, 277, 4143, 4398, 1811, 1466, 4259, 2884, 3121, 1791, 4782, 154, 450, 194]","[277, 4143, 1811, 4259, 3121, 4782, 154, 450, 194, 4398]"
3992,"[953, 640, 395, 561, 230, 524, 55]",115,74,"[21, 20, 15, 4, 5, 18, 14, 7, 17, 19]","[2543, 1112, 676, 1405, 2098, 339, 5127, 4501, 2268, 1937, 3116, 396, 941, 4164, 528, 515, 1446, 1334, 3221, 300, 4531, 999, 3141, 1838, 1288]","[2543, 2098, 5127, 2268, 3116, 1112, 941, 528, 1446, 3221, 4531, 3141, 1288]"
3993,"[212, 1067, 174]",70,67,"[15, 11, 10, 14, 9]","[2429, 2126, 553, 2844, 1460, 1582, 3750, 4849, 4434, 3273]","[2429, 2126, 2844, 1460, 3750, 4849, 3273]"
3994,"[77, 903, 836, 133, 677, 256, 246, 361, 1047, 423, 1065, 909, 765, 269, 51, 991]",12,67,"[23, 0, 17, 20, 22, 19, 16, 18, 1]","[4829, 4271, 4863, 2608, 3153, 836, 908, 3735, 1460, 3216, 5032, 501, 4630, 1493, 1959, 193, 4531, 2390, 1120, 5090, 1409, 2906, 2825, 4781, 1680, 1260, 1804, 1919, 2760, 2703, 212, 1053, 4489, 4999]","[4863, 2608, 836, 3735, 3216, 4829, 501, 1493, 193, 2390, 5090, 2906, 4781, 1260, 1919, 2703, 1053, 4999]"
3995,"[306, 519, 556, 609, 549, 129, 585, 515, 76]",105,67,"[14, 12, 20, 19, 13, 18]","[1621, 1752, 4720, 1399, 3304, 4072, 3903, 4028, 4327, 751, 3274, 3769, 1133, 2004, 3688, 923, 4565, 762, 1460, 717]","[1752, 1399, 4072, 4028, 751, 3769, 2004, 923, 762, 717]"
3996,[994],7,53,"[18, 14, 17, 15, 9, 10, 13, 11, 12, 22, 19, 16]","[4948, 1952, 4805, 3996, 3551, 4368, 4008, 2446, 320, 3046, 30, 3588, 2356]","[4948, 3551, 4368, 2446, 3046, 3996, 30, 3588, 2356]"
3997,"[974, 51]",135,74,"[9, 8, 20, 11, 7, 10, 13, 15, 12, 14, 19, 3, 18, 1]","[940, 3997, 1034, 4863, 1460, 233, 3765, 4558, 1503, 4810, 1369, 4610, 3789, 4789, 1655]","[940, 3997, 4863, 1034, 4558, 4810, 1460, 4789]"
3998,[386],89,30,"[8, 10, 11, 9, 12, 13]","[4684, 3998, 625]","[4684, 3998]"
3999,"[113, 316]",61,49,"[7, 9, 14]","[778, 3999, 4508, 3500, 2642, 4981, 5068, 2193, 2218, 4872, 753, 4318]","[4508, 3999, 778, 4981, 2218, 3500, 4318]"
4000,"[994, 673, 687, 364, 473, 562, 876, 997, 900, 346, 583, 1063, 849, 919, 29, 943, 1045, 923, 672, 620, 339, 451, 859, 694, 391, 981, 728, 230, 467, 190, 10, 658, 293, 961, 623, 976, 729, 1024, 281, 9, 373, 275, 891, 1061, 82, 483, 1058, 381, 703, 940, 494, 129, 933, 986, 720, 555, 522, 975, 456, 715, 548, 645]",120,54,"[19, 17, 12, 23, 9, 11, 8, 6, 10, 18, 20, 3, 0, 22, 16, 1, 7, 2, 21, 13, 4, 14, 15, 5]","[3562, 2897, 3390, 2736, 3352, 5134, 593, 1829, 4000, 4393, 12, 1116, 4996, 3724, 1334, 1718, 3812, 291, 2876, 3172, 956, 2496, 693, 2239, 5066, 3519, 4734, 2334, 4096, 645, 2385, 4168, 2855, 951, 1550, 4858, 2528, 916, 3884, 2268, 547, 2611, 2474, 4567, 4222, 4948, 4361, 3887, 1846, 2487, 1939, 2251, 668, 4654, 3669, 4406, 3250, 2040, 4810, 676, 3133, 2380, 1423, 470, 3515, 2665, 917, 2306, 1197, 3065, 4595, 552, 5071, 176, 1089, 1971, 2779, 1338, 3983, 46, 1331, 2079, 347, 4934, 1814, 200, 2795, 4932, 1924, 1064, 685, 3227, 2481, 3082, 4849, 3024, 1614, 303, 4591, 1344, 1660, 2189, 2512, 4452, 3500, 1446, 1595, 4489, 1097, 1902, 486, 4517, 1060, 5115, 1844, 4232, 1680, 1544, 246, 3654, 2601, 927, 1608, 1206, 3295, 1293, 3382, 4022, 302, 3507, 2734, 4250, 958, 1646, 160, 3809, 1504, 1510, 4535, 236, 371, 4937, 2370, 2362, 232, 2223, 1823, 2184, 851, 1861, 3207, 747, 4025, 2069, 3224, 2815, 2045]","[2897, 3562, 593, 5134, 3352, 3390, 4393, 3812, 4000, 291, 956, 2736, 693, 2239, 2855, 1550, 2528, 547, 1116, 2611, 4567, 4996, 3724, 4222, 4948, 1846, 1939, 668, 3669, 3250, 2040, 1829, 2380, 470, 3515, 917, 1197, 4595, 5071, 1089, 3983, 2079, 4934, 1814, 200, 2795, 1064, 2496, 3227, 3082, 4849, 3024, 1614, 4591, 5066, 3519, 4734, 4452, 1718, 1595, 1097, 486, 4517, 1060, 1844, 1680, 246, 2601, 1608, 3295, 3382, 302, 3507, 4250, 4096, 1646, 1504, 1510, 4535, 4937, 2362, 232, 2385, 1823, 851, 3207, 4025, 3224, 2045]"
4001,"[303, 744, 649, 995, 549, 1051, 951, 76, 650, 1030, 178, 54]",7,24,"[22, 21, 14, 13, 12, 15, 18, 11, 19]","[2058, 193, 1668, 3004, 783, 1719, 3484, 1771, 1471, 2120, 39, 3722, 3201, 1193, 2381, 4792, 3862, 1513, 3765, 1227, 5078, 1456, 3226, 2414, 37, 59, 2236, 1766, 117]","[193, 3004, 1719, 3484, 1471, 39, 3201, 2381, 3862, 3765, 5078, 3226, 37, 2236, 117]"
4002,"[521, 173, 645, 97, 176, 7, 613, 715]",99,8,"[18, 16, 6, 8, 5, 20, 13, 4]","[4393, 1660, 1735, 1488, 4887, 718, 2702, 4911, 1587, 332, 4631, 3556, 3318, 46, 1233, 1602]","[4393, 1488, 718, 4911, 332, 3318, 1233, 1660]"
4003,[270],201,53,"[21, 2, 19, 18, 17, 1, 15, 0]","[1217, 4520, 3525, 2271, 2797, 5011, 2488, 3532, 4948]","[4520, 1217, 2271, 3525, 4948, 2797]"
4004,"[1042, 186, 844, 47, 822]",95,36,"[10, 11, 17, 18, 19, 16]","[1424, 2997, 1881, 2327, 1733, 3442, 540, 3225, 2735, 2399, 4349, 4630, 4489, 1839, 3469, 4224, 1354]","[1881, 1733, 540, 2735, 1424, 4349, 2997, 3469, 1354]"
4005,"[240, 625, 574, 507, 630, 241]",115,32,"[6, 17, 5, 15, 13, 18, 14, 23, 12, 16, 19, 7, 20, 21, 9]","[163, 2235, 2897, 4854, 854, 2403, 2781, 4005, 333, 107, 1051, 4545, 2418, 2675, 385, 4806, 1291, 1011, 86, 3390, 1876, 236, 3711, 1874, 1885, 2219, 3147, 2361, 2821, 2296, 2739, 2708, 1746, 552]","[2235, 2897, 163, 2675, 2781, 4806, 4005, 4854, 1011, 1876, 854, 1874, 333, 2219, 2361, 2821, 2296, 2708, 552, 1051, 4545]"
4006,[790],70,67,"[12, 9, 10, 18, 15, 23, 11, 16, 14, 13, 17]","[4006, 295, 3631, 123, 1350, 4184, 3984, 2633, 2840, 62, 1388, 5082, 4979, 2951, 3728, 1133, 4183, 3711, 1820, 4393, 4942, 2819, 2834]","[4006, 295, 1350, 3631, 123, 3728, 4184, 3984, 1133, 3711, 2633, 2840, 2819, 62, 1388, 5082, 2834]"
4007,"[953, 680, 290, 138, 672, 114, 60, 575, 995]",40,88,"[16, 20, 13, 18, 1, 8, 15, 21, 17, 6, 10, 12, 5, 19, 7, 9, 14, 22]","[2643, 4947, 2763, 1156, 4007, 2837, 2542, 1254, 2216, 4122, 1180, 1580, 1105, 3356, 3900, 140, 3850, 2153, 2558, 4504, 4411, 2391, 1517, 4260, 1115, 1368, 6]","[1156, 4947, 4007, 2643, 2542, 2763, 4122, 2216, 2837, 3356, 3900, 3850, 2558, 4504, 4411, 1517, 1115, 1580, 1105, 6]"
4008,"[994, 503, 29, 574, 620, 113]",82,69,"[13, 18, 19, 16, 5, 10, 20, 6, 7, 15, 21, 11, 8, 9]","[4776, 1510, 1940, 715, 2446, 3254, 4368, 2488, 4028, 465, 524, 3618, 645, 1937, 3996, 30]","[4776, 1940, 2446, 4368, 465, 3618, 715, 3996, 3254, 1510, 2488, 30]"
4009,"[12, 921, 1035, 909, 332, 448, 85, 1030, 211, 326, 250, 649, 1047, 231, 589, 760, 744]",152,67,"[15, 19, 11, 14, 17, 16, 8, 22, 13]","[4055, 3769, 1572, 3060, 3367, 4538, 4164, 486, 4272, 804, 289, 441, 2520, 3490, 4367, 242, 2233, 469, 4014, 3239, 2893, 582, 4986, 2383, 165, 3737, 3519, 211, 4909, 4557, 2299, 5080, 2808, 2715, 1517]","[4055, 3060, 4538, 486, 804, 441, 3490, 242, 469, 4014, 2893, 582, 2383, 165, 3519, 4909, 2299, 2808, 1517]"
4010,"[695, 615, 201]",141,91,"[15, 18, 17, 14, 21, 16, 13, 22]","[4960, 3863, 2818, 910, 3472, 1172, 2147, 3653, 4561, 5033, 574, 1833, 3106, 958, 468, 2367, 5010, 3519]","[4960, 3863, 4561, 2818, 1833, 958, 3472, 3653, 910, 5033]"
4011,[637],84,23,"[21, 18, 22, 20, 15, 1, 17]","[5050, 1684, 3162, 4747, 286, 4489, 4632, 1261, 2575, 1814, 4953]","[1684, 5050, 4747, 4489, 4632, 286, 4953]"
4012,"[266, 845]",61,45,"[8, 9, 7, 23, 14]","[2065, 4012, 3987, 73, 4203, 3812, 3289, 2628, 4806, 3697, 1093, 2045, 3886, 3593, 2609, 3537, 3747, 803, 1074, 79, 4489, 4393, 4523]","[2065, 73, 4012, 3812, 4806, 3987, 4203, 2628, 3697, 2609, 3886, 3289, 803, 3593, 1074, 4523]"
4013,"[896, 553, 61, 180, 753, 115, 1015, 992]",7,84,"[0, 12, 22, 23, 18, 19, 20, 21, 17, 11]","[4592, 3905, 1741, 3884, 4469, 3161, 2353, 4782, 2626, 878, 3983, 668, 542, 527, 3315, 2008, 3329, 1768, 4683, 3086, 3446, 4032]","[3905, 4592, 3161, 4782, 878, 542, 527, 2008, 3329, 1768, 3884, 1741, 3086, 4032]"
4014,"[448, 485]",123,67,"[19, 20, 18]","[4055, 961, 4014, 4242, 3239, 1880, 4009, 3694, 4814]","[4055, 961, 3239, 4014, 3694, 4814]"
4015,"[81, 85, 532, 268]",117,54,"[20, 11, 18, 17, 13, 19]","[4015, 4306, 1880, 1535, 2833, 486, 1863, 3381, 4329, 1920, 2038, 4130, 3519, 1671, 1840]","[4015, 1535, 486, 3381, 4329, 2038, 4306, 3519, 1840]"
4016,[653],67,90,"[10, 8, 20, 9, 16, 17, 21, 7, 1, 22, 15, 2, 19, 6]","[4016, 1345, 1197, 3461, 1460, 2079, 2777, 2097]","[4016, 1345, 1197, 3461, 1460, 2097]"
4017,"[943, 273, 8, 463, 867]",208,24,"[20, 23, 22, 14, 19, 16, 18]","[1240, 2696, 1000, 839, 4322, 4849, 2174, 4641, 4613, 691, 328, 1480, 347, 421]","[1240, 1000, 2696, 4322, 2174, 4641, 1480, 421]"
4018,"[1028, 361, 264, 765, 436, 827, 338, 526, 903, 123]",12,54,"[22, 17, 18, 16, 19, 21]","[1690, 1409, 4772, 123, 863, 3513, 3829, 1978, 4941, 147, 2580, 780, 2640, 3228, 3836, 3519, 2246, 401, 1303, 1404, 4599, 4324]","[123, 3513, 1690, 4941, 147, 780, 3228, 3519, 1409, 401, 1404, 4324]"
4019,"[338, 10]",67,54,"[22, 18, 13, 21, 4, 20]","[234, 3750, 1075, 1460, 2795, 249, 4393, 5126, 3625, 3326, 4532, 1377, 2632, 2083, 2409]","[234, 1460, 249, 3625, 4532, 3750, 2632, 2409]"
4020,"[431, 514, 610]",61,71,"[10, 11, 7, 6, 9, 17, 14, 15]","[1711, 2534, 324, 4020, 1880, 2807, 2559, 3181, 4431, 808, 3731, 4804, 3297, 3909, 1739, 290, 3812, 3682]","[1711, 324, 2559, 4020, 1880, 2534, 3181, 4431, 2807, 4804, 3909, 290, 3682]"
4021,"[1033, 184, 714, 356]",203,88,"[19, 15, 17, 13, 12, 8, 14, 21]","[3657, 1431, 2312, 4738, 403, 2515, 3226, 619, 3353, 4276, 4719, 3604]","[1431, 3657, 4738, 619, 3353, 4276, 4719, 2515, 403]"
4022,"[926, 694, 499, 976, 630]",95,72,"[16, 8, 9, 14, 21, 15, 10, 19, 22]","[4519, 2470, 146, 4200, 514, 4022, 2358, 1142, 1848, 3983, 5029, 2905, 1376, 2801, 4000]","[514, 146, 4519, 1142, 4200, 2470, 4022, 3983, 2905, 4000]"
4023,"[50, 518, 227, 914]",102,54,"[16, 15, 17, 18, 20, 12]","[4365, 1699, 1087, 1321, 1608, 71, 4925, 3116, 3463, 1674, 2678, 3735, 1197, 1342, 3259]","[4365, 1087, 71, 1699, 2678, 1197, 3259, 1608]"
4024,"[1006, 305, 801, 523]",61,85,"[4, 9, 16, 0, 1, 15, 11, 22, 18]","[1620, 3965, 4218, 4783, 5073, 3475, 1148, 3884, 775, 3550, 4216, 5005, 814, 1517, 4393, 49]","[3475, 3884, 4216, 4218, 5073, 3965, 1620, 1148, 5005, 814, 4393, 3550]"
4025,"[1058, 630, 256, 51, 1003, 990, 768, 748]",61,67,"[12, 14, 19, 18, 17, 10, 9, 22, 15, 7, 8, 13]","[2103, 2445, 1051, 3765, 5067, 4128, 2111, 1521, 547, 2715, 2214, 3395, 4448, 2322, 3604, 2872, 3172, 363, 4062, 2730, 1801, 3081, 718, 5092, 1497, 4000, 3970]","[2103, 2445, 1521, 2715, 1051, 3395, 2322, 2872, 363, 3081, 5092, 3970]"
4026,[1016],45,1,"[11, 10, 9, 18]","[4336, 3095, 3719, 4026, 4944, 3537, 532, 260]","[4336, 4026, 4944, 3537, 532, 3095, 260]"
4027,"[92, 972, 276, 613, 783, 530, 731, 503, 662, 860]",61,67,"[7, 16, 6, 15, 17, 18, 11, 10]","[3318, 5058, 1795, 2434, 2032, 2098, 785, 4625, 3812, 3067, 2808, 3744, 284, 3061, 5083, 1234, 3974, 1826, 330, 4563]","[1795, 2032, 785, 3812, 3318, 3067, 3744, 3061, 1234, 1826, 4563]"
4028,"[922, 84, 1082, 151, 797, 630, 324, 831, 541, 1035, 113, 507, 939, 1047, 849, 30, 884, 137, 825, 515, 911, 330]",116,67,"[21, 16, 14, 23, 13, 20, 12, 15, 11, 22, 9, 0, 17, 2, 19, 10, 1, 7, 18]","[5055, 2110, 1283, 2704, 1730, 649, 1775, 2790, 547, 3733, 3429, 164, 1507, 4028, 1282, 3712, 1447, 4508, 4008, 416, 3812, 3514, 2347, 1749, 2371, 3530, 4393, 3470, 1460, 2636, 3995, 650, 1195, 1463, 5029, 893, 4745, 5046, 1906, 4922, 2937, 1630, 3300, 5067, 2353, 4970, 3922, 1930, 3488, 2795, 1433, 1503, 3503, 1595, 1187, 2409, 569, 1053, 804, 3889, 2111]","[5055, 2110, 1730, 649, 1282, 1447, 4008, 3812, 2790, 2347, 547, 3530, 3470, 2636, 650, 1463, 3733, 3429, 5029, 4745, 164, 1906, 4922, 1630, 5067, 4970, 1930, 2704, 4028, 3503, 1595, 1187, 569, 1775, 804, 2111]"
4029,[421],203,68,"[19, 2, 6, 9, 7, 13, 21, 8, 12, 0, 10]","[565, 1151, 4029, 419, 3199, 668, 1063, 135, 1713]","[565, 4029, 1151, 3199, 1063]"
4030,[682],67,89,"[13, 12, 18, 20, 19, 17, 22, 23, 14]","[4030, 788, 3855, 474, 698, 205, 2143, 2402, 3854, 437, 3604, 3784, 239, 3461]","[4030, 788, 474, 2143, 3855, 437, 698, 205, 239, 3461]"
4031,[931],107,46,"[20, 12, 16, 19, 9, 8, 10, 18]","[296, 2954, 4890, 45, 4031, 4802, 470]","[296, 2954, 4890, 4031, 470]"
4032,[1015],70,63,"[10, 19, 20, 22, 18, 14, 21]","[2972, 304, 383, 2507, 4013]","[2972, 383, 304, 2507]"
4033,[377],67,67,"[15, 8, 5, 11, 10, 22, 7, 17, 0]","[5131, 2304, 4079, 503, 2832, 2110, 736, 2878]","[5131, 503, 4079, 2304, 2110, 2878]"
4034,"[774, 760, 508, 965, 8, 309, 702, 1078, 436, 31, 392, 16, 957, 1051, 845]",188,54,"[19, 11, 0, 13, 23, 14, 21, 17, 22, 18, 20]","[134, 274, 3815, 643, 123, 3566, 619, 899, 4736, 339, 888, 385, 208, 1394, 1858, 4082, 1202, 4386, 1617, 2125, 1753, 285, 3116, 1957, 4719, 1428, 1559, 4995, 3037, 1807, 2881, 3519]","[643, 3566, 899, 134, 339, 385, 1394, 4082, 3815, 1202, 1617, 3116, 274, 1428, 4995, 1807, 3519]"
4035,[530],129,54,"[9, 10]","[3651, 4543, 1546, 4737, 2699, 673, 3292, 1469, 1294, 3711, 1460]","[3651, 2699, 3292, 1469, 1294, 1460]"
4036,[44],83,50,"[7, 18, 6, 9, 11]","[4333, 373, 695, 4577, 1869]","[373, 4333, 695, 4577, 1869]"
4037,[804],12,50,"[21, 1, 13, 8, 12, 9, 18, 7, 19, 5, 0, 10, 23]","[463, 4299, 2941, 2290, 1458, 2454, 2319, 2991, 4037, 1375, 2874, 760, 1524, 4044, 1827, 405, 1378, 4544, 1781, 1174]","[2290, 4299, 1458, 463, 2874, 760, 1524, 2941, 2454, 4037, 1827, 405, 4544, 1781, 1174]"
4038,"[1, 687]",117,7,"[9, 10, 14, 8, 11]","[94, 4038, 729, 2023, 706, 3125, 356, 470]","[94, 2023, 4038, 729, 3125, 470]"
4039,"[937, 289, 302, 58, 338, 10, 629, 439, 1079, 858]",61,54,"[17, 13, 19, 15, 20, 10, 12, 7, 8, 16, 11]","[3519, 3567, 3829, 67, 4039, 981, 1771, 3812, 1550, 536, 61, 5091, 3604, 4049, 1900, 2640, 3900, 804, 3750, 3413, 3862, 445, 4613, 4148, 1032, 4342, 4698, 440, 1945, 1120, 1480]","[3567, 3519, 67, 1771, 1550, 61, 3604, 4049, 3829, 2640, 804, 3413, 445, 4039, 4613, 4148, 4342, 440, 1480]"
4040,"[806, 1031, 192, 777, 270, 353, 491, 744, 994, 350, 365, 487, 573, 995]",89,67,"[8, 13, 10, 11, 12, 18, 7, 9, 15, 14, 5, 19, 20, 21, 16, 22, 17]","[4040, 4665, 4370, 5020, 11, 1460, 3616, 78, 3060, 3968, 1928, 4231, 1517, 4462, 1919, 3740, 316, 363, 1629, 1772, 5013, 1880, 547, 1413, 1662, 2141, 1681, 3542, 1650, 3779, 2838, 3675, 2621, 322, 3472, 3426, 1664, 4825, 2409, 4123, 3944, 4316, 4434, 2346, 337, 2544, 374, 809, 4757, 1515, 2523, 3880, 2180, 3642, 2644, 974, 475, 1820]","[4040, 4665, 4370, 5020, 3060, 1460, 316, 78, 1662, 1681, 1650, 2838, 3675, 1928, 3968, 1517, 4231, 4462, 3426, 1919, 2409, 3740, 363, 4434, 337, 374, 1629, 11, 809, 4757, 2523, 2180, 1772, 3642, 974, 475, 3616, 5013, 1880]"
4041,"[286, 728, 348]",121,23,"[14, 10, 12, 11, 15, 13, 17, 21, 18, 9]","[4369, 4953, 27, 82, 1275, 4255, 2482, 21, 1117, 3193, 982, 1849, 2679, 1184, 3206, 3812, 4135, 2673, 1002, 994]","[4953, 4369, 4255, 1117, 3193, 982, 2679, 1184, 3812, 1275, 1002]"
4042,"[935, 51, 616, 584, 170, 525, 1034, 1070, 914, 135]",12,76,"[0, 21, 9, 19, 15, 11, 12, 13, 17]","[2279, 4452, 1307, 4863, 3379, 678, 781, 2104, 3375, 2484, 2520, 3971, 3562, 4070, 5030, 1344, 1780, 606, 2635, 3382]","[2279, 3379, 781, 3375, 2520, 4452, 3562, 4070, 1344, 606, 2635]"
4043,"[110, 13]",102,24,"[15, 13, 17, 12, 14, 7, 16, 3]","[294, 2686, 4043, 4105, 544, 1197, 2989, 4521]","[2686, 294, 4043, 544, 1197, 2989, 4521]"
4044,[804],86,50,"[1, 14, 20, 18, 7, 23, 15, 16, 19, 11, 17, 22, 13, 12, 6, 21, 8, 9, 3, 2]","[4044, 2941, 4544, 2405, 1287, 4299, 405, 1375, 760, 504, 463, 3964, 2319, 1174, 3686, 2874, 1524, 4710, 1458, 3636, 1827, 3519, 1378, 1503, 2454, 4037]","[4044, 2941, 4544, 4299, 1287, 3964, 1375, 2319, 2405, 2874, 1524, 1174, 504, 3519, 1378, 1458, 1503, 3636, 760, 4037]"
4045,"[947, 434, 4, 741, 11, 99]",186,30,"[18, 19, 21, 20, 16, 13, 17]","[3952, 4190, 1893, 652, 2942, 2996, 926, 2162, 4399, 3192, 5093, 181, 1656, 4398, 3986, 4533]","[652, 2996, 2162, 3192, 3952, 181, 4398, 3986, 4533]"
